Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2692,ORD-102692,2021-01-07,2021-01-14,Second Class,CUST-1289,Customer_318,Corporate,India,New York City,New York,504107,East,PROD-4235,Technology,Machines,Machines Model 37,1720.16,12,0.0,184.23
2693,ORD-102693,2021-06-30,2021-07-02,First Class,CUST-1279,Customer_272,Home Office,India,New York City,Texas,604619,Central,PROD-1108,Technology,Accessories,Accessories Model 95,5342.96,2,0.3,-174.87
2694,ORD-102694,2023-11-12,2023-11-15,Same Day,CUST-1160,Customer_965,Consumer,India,Houston,Florida,297286,West,PROD-6027,Technology,Phones,Phones Model 9,6479.36,9,0.05,1679.04
2695,ORD-102695,2024-09-06,2024-09-11,Second Class,CUST-1155,Customer_833,Corporate,India,Houston,Florida,359478,West,PROD-3533,Office Supplies,Paper,Paper Model 105,2134.68,9,0.0,576.34
2696,ORD-102696,2023-07-05,2023-07-11,First Class,CUST-1933,Customer_1038,Home Office,India,Los Angeles,Illinois,765383,Central,PROD-7304,Furniture,Furnishings,Furnishings Model 138,4306.86,5,0.15,1355.05
2697,ORD-102697,2022-08-26,2022-08-31,Second Class,CUST-1806,Customer_150,Consumer,India,Miami,Florida,463413,South,PROD-3572,Technology,Copiers,Copiers Model 187,6866.23,10,0.1,896.36
2698,ORD-102698,2023-10-31,2023-11-03,First Class,CUST-1235,Customer_829,Home Office,India,Miami,Florida,777555,West,PROD-4059,Technology,Copiers,Copiers Model 9,7098.98,10,0.0,2292.6
2699,ORD-102699,2023-03-24,2023-03-25,Same Day,CUST-1460,Customer_1223,Consumer,India,New York City,Texas,417096,East,PROD-4397,Furniture,Chairs,Chairs Model 142,9021.38,12,0.05,2817.27
2700,ORD-102700,2022-01-23,2022-01-25,Standard Class,CUST-1107,Customer_816,Corporate,India,New York City,Illinois,957530,East,PROD-3580,Office Supplies,Paper,Paper Model 64,1036.05,6,0.3,344.4
2701,ORD-102701,2024-01-07,2024-01-08,First Class,CUST-1977,Customer_398,Consumer,India,Los Angeles,New York,389439,West,PROD-8930,Technology,Accessories,Accessories Model 140,8689.78,14,0.2,1013.44
2702,ORD-102702,2023-09-20,2023-09-22,Standard Class,CUST-1022,Customer_1380,Corporate,India,Miami,California,624401,South,PROD-4004,Furniture,Bookcases,Bookcases Model 61,2615.71,2,0.1,585.76
2703,ORD-102703,2022-12-25,2022-12-26,Second Class,CUST-1829,Customer_294,Corporate,India,Miami,Illinois,770142,West,PROD-3369,Office Supplies,Labels,Labels Model 87,2911.24,1,0.05,503.99
2704,ORD-102704,2023-05-23,2023-05-29,Same Day,CUST-1128,Customer_134,Consumer,India,Chicago,New York,134776,East,PROD-6293,Furniture,Tables,Tables Model 123,1011.01,13,0.05,152.87
2705,ORD-102705,2024-08-27,2024-08-28,Same Day,CUST-1657,Customer_725,Consumer,India,Miami,Illinois,514879,South,PROD-7130,Office Supplies,Labels,Labels Model 13,3958.94,12,0.2,-813.15
2706,ORD-102706,2023-05-08,2023-05-13,Second Class,CUST-1116,Customer_596,Consumer,India,Miami,Texas,593925,West,PROD-1883,Office Supplies,Paper,Paper Model 135,947.57,7,0.2,311.75
2707,ORD-102707,2021-06-19,2021-06-22,Standard Class,CUST-1617,Customer_318,Consumer,India,Los Angeles,New York,986590,South,PROD-3901,Office Supplies,Labels,Labels Model 102,7549.19,10,0.0,819.11
2708,ORD-102708,2021-01-15,2021-01-21,First Class,CUST-1914,Customer_1338,Corporate,India,Chicago,Illinois,851060,West,PROD-2034,Furniture,Furnishings,Furnishings Model 60,1789.17,11,0.1,353.77
2709,ORD-102709,2022-04-13,2022-04-18,Second Class,CUST-1177,Customer_277,Home Office,India,Miami,Washington,811984,West,PROD-6373,Furniture,Furnishings,Furnishings Model 66,1189.7,6,0.05,113.98
2710,ORD-102710,2022-08-31,2022-09-05,First Class,CUST-1501,Customer_754,Corporate,India,Houston,Washington,189461,South,PROD-6100,Furniture,Chairs,Chairs Model 93,6714.25,11,0.05,1444.91
2711,ORD-102711,2023-07-20,2023-07-25,First Class,CUST-1771,Customer_878,Consumer,India,Miami,Florida,727733,West,PROD-8832,Office Supplies,Storage,Storage Model 90,540.08,8,0.3,161.67
2712,ORD-102712,2024-08-20,2024-08-21,Same Day,CUST-1369,Customer_80,Consumer,India,Seattle,Florida,883996,South,PROD-1513,Technology,Machines,Machines Model 158,2815.82,15,0.1,600.46
2713,ORD-102713,2022-01-21,2022-01-22,Standard Class,CUST-1812,Customer_465,Corporate,India,Chicago,Washington,624627,East,PROD-5632,Office Supplies,Binders,Binders Model 50,4449.13,3,0.0,1063.54
2714,ORD-102714,2021-08-14,2021-08-21,First Class,CUST-1018,Customer_237,Consumer,India,Los Angeles,New York,525413,East,PROD-2484,Furniture,Tables,Tables Model 159,7578.48,11,0.15,1699.14
2715,ORD-102715,2022-03-04,2022-03-07,Second Class,CUST-1828,Customer_785,Consumer,India,Seattle,Illinois,317125,East,PROD-7352,Office Supplies,Paper,Paper Model 191,1872.21,14,0.15,187.06
2716,ORD-102716,2023-03-03,2023-03-07,Standard Class,CUST-1299,Customer_108,Home Office,India,Houston,Texas,210523,East,PROD-2045,Technology,Accessories,Accessories Model 122,8382.04,4,0.05,713.24
2717,ORD-102717,2021-09-05,2021-09-10,First Class,CUST-1047,Customer_685,Consumer,India,Chicago,Washington,767774,Central,PROD-1472,Furniture,Furnishings,Furnishings Model 142,7943.62,5,0.1,1505.58
2718,ORD-102718,2021-01-12,2021-01-19,Same Day,CUST-1817,Customer_477,Home Office,India,New York City,Texas,941554,South,PROD-4700,Furniture,Chairs,Chairs Model 94,8303.86,14,0.1,1444.21
2719,ORD-102719,2021-06-28,2021-07-02,Standard Class,CUST-1245,Customer_1336,Consumer,India,Houston,Washington,294741,South,PROD-8846,Office Supplies,Storage,Storage Model 26,8001.75,4,0.1,837.27
2720,ORD-102720,2023-04-29,2023-05-02,Second Class,CUST-1990,Customer_396,Corporate,India,Miami,Florida,565352,Central,PROD-2329,Furniture,Furnishings,Furnishings Model 171,7430.06,1,0.05,1028.74
2721,ORD-102721,2023-01-23,2023-01-27,Same Day,CUST-1884,Customer_1398,Home Office,India,Chicago,Florida,827814,Central,PROD-3674,Technology,Phones,Phones Model 101,872.79,6,0.05,83.22
2722,ORD-102722,2023-12-16,2023-12-20,Standard Class,CUST-1410,Customer_1493,Home Office,India,Houston,California,600538,East,PROD-6197,Furniture,Bookcases,Bookcases Model 30,9439.9,9,0.2,2463.27
2723,ORD-102723,2022-06-13,2022-06-15,First Class,CUST-1373,Customer_626,Corporate,India,Miami,Texas,177975,West,PROD-8269,Furniture,Chairs,Chairs Model 20,7238.72,2,0.05,997.7
2724,ORD-102724,2022-06-25,2022-06-26,Same Day,CUST-1611,Customer_658,Corporate,India,New York City,Washington,156103,Central,PROD-8792,Office Supplies,Labels,Labels Model 190,5742.18,15,0.0,1462.64
2725,ORD-102725,2022-06-05,2022-06-06,Same Day,CUST-1904,Customer_183,Corporate,India,Los Angeles,Florida,209330,West,PROD-1602,Furniture,Tables,Tables Model 30,8929.95,11,0.0,2946.36
2726,ORD-102726,2023-07-15,2023-07-17,Standard Class,CUST-1465,Customer_333,Consumer,India,Houston,New York,592965,South,PROD-6859,Furniture,Tables,Tables Model 109,5331.93,14,0.0,1329.78
2727,ORD-102727,2021-03-04,2021-03-05,First Class,CUST-1876,Customer_266,Corporate,India,Seattle,California,844077,South,PROD-3433,Technology,Phones,Phones Model 75,5705.97,11,0.3,1877.07
2728,ORD-102728,2023-05-13,2023-05-20,Standard Class,CUST-1856,Customer_251,Corporate,India,Miami,New York,405808,South,PROD-8151,Furniture,Chairs,Chairs Model 37,2815.99,5,0.3,286.55
2729,ORD-102729,2021-09-17,2021-09-19,First Class,CUST-1129,Customer_151,Consumer,India,Miami,Illinois,374424,South,PROD-1898,Technology,Accessories,Accessories Model 58,9524.27,1,0.3,1691.78
2730,ORD-102730,2021-07-20,2021-07-26,Same Day,CUST-1400,Customer_653,Consumer,India,Los Angeles,Florida,400547,South,PROD-5212,Office Supplies,Storage,Storage Model 84,7022.9,10,0.05,852.72
2731,ORD-102731,2021-07-21,2021-07-25,First Class,CUST-1661,Customer_590,Consumer,India,Los Angeles,Washington,323550,South,PROD-2707,Furniture,Tables,Tables Model 58,7525.59,5,0.2,-491.54
2732,ORD-102732,2024-08-05,2024-08-09,Standard Class,CUST-1969,Customer_1017,Home Office,India,Chicago,Washington,147723,South,PROD-9774,Office Supplies,Storage,Storage Model 110,7433.44,13,0.05,1782.69
2733,ORD-102733,2023-07-17,2023-07-23,Standard Class,CUST-1280,Customer_219,Home Office,India,Seattle,New York,764795,Central,PROD-5644,Office Supplies,Storage,Storage Model 126,3769.89,2,0.2,1094.09
2734,ORD-102734,2022-05-08,2022-05-10,Same Day,CUST-1254,Customer_885,Home Office,India,Miami,California,198334,South,PROD-9224,Technology,Copiers,Copiers Model 198,2689.3,4,0.1,929.74
2735,ORD-102735,2023-01-14,2023-01-21,Standard Class,CUST-1260,Customer_9,Home Office,India,Houston,Florida,119441,East,PROD-2893,Technology,Accessories,Accessories Model 133,2429.37,11,0.3,473.99
2736,ORD-102736,2024-02-15,2024-02-20,Second Class,CUST-1578,Customer_44,Corporate,India,Seattle,Washington,471519,East,PROD-6736,Technology,Copiers,Copiers Model 124,6971.38,5,0.3,385.9
2737,ORD-102737,2023-10-26,2023-10-27,Standard Class,CUST-1406,Customer_421,Home Office,India,Chicago,Illinois,765956,West,PROD-5718,Office Supplies,Paper,Paper Model 20,5315.76,8,0.3,510.29
2738,ORD-102738,2021-07-05,2021-07-10,Same Day,CUST-1181,Customer_1000,Home Office,India,Seattle,Illinois,127189,East,PROD-7451,Technology,Phones,Phones Model 129,3476.37,5,0.0,1021.18
2739,ORD-102739,2021-09-09,2021-09-11,First Class,CUST-1617,Customer_286,Home Office,India,Houston,Texas,319852,West,PROD-2332,Furniture,Chairs,Chairs Model 48,9601.07,14,0.0,1806.01
2740,ORD-102740,2023-09-23,2023-09-27,First Class,CUST-1965,Customer_879,Consumer,India,Miami,Texas,822538,South,PROD-2902,Technology,Copiers,Copiers Model 67,1387.29,1,0.3,364.21
2741,ORD-102741,2022-07-26,2022-08-02,Same Day,CUST-1238,Customer_1433,Corporate,India,New York City,Texas,922460,East,PROD-6071,Furniture,Tables,Tables Model 185,1761.2,11,0.3,-158.07
2742,ORD-102742,2024-06-01,2024-06-04,Standard Class,CUST-1378,Customer_1331,Home Office,India,Miami,California,747614,Central,PROD-3350,Furniture,Chairs,Chairs Model 88,1867.66,8,0.2,226.99
2743,ORD-102743,2024-03-06,2024-03-08,Standard Class,CUST-1884,Customer_1177,Corporate,India,New York City,Washington,989597,South,PROD-9099,Furniture,Bookcases,Bookcases Model 156,6637.63,14,0.1,782.36
2744,ORD-102744,2023-03-21,2023-03-24,First Class,CUST-1464,Customer_306,Consumer,India,Chicago,Washington,757287,East,PROD-7918,Office Supplies,Paper,Paper Model 175,6720.63,3,0.15,761.16
2745,ORD-102745,2024-04-08,2024-04-10,Standard Class,CUST-1245,Customer_1343,Consumer,India,Los Angeles,California,130808,South,PROD-6376,Furniture,Tables,Tables Model 49,868.97,6,0.0,70.03
2746,ORD-102746,2021-12-31,2022-01-07,First Class,CUST-1728,Customer_1499,Consumer,India,Houston,Texas,246207,West,PROD-3971,Technology,Phones,Phones Model 59,2616.14,10,0.1,880.08
2747,ORD-102747,2024-02-17,2024-02-21,Same Day,CUST-1060,Customer_1474,Home Office,India,New York City,Texas,713172,East,PROD-5072,Furniture,Chairs,Chairs Model 123,7857.81,9,0.1,2482.64
2748,ORD-102748,2024-02-25,2024-02-29,Standard Class,CUST-1230,Customer_229,Corporate,India,Seattle,Illinois,294829,West,PROD-7156,Furniture,Bookcases,Bookcases Model 167,9588.72,4,0.15,2257.1
2749,ORD-102749,2024-06-18,2024-06-25,Second Class,CUST-1076,Customer_920,Home Office,India,New York City,New York,849070,West,PROD-9852,Furniture,Chairs,Chairs Model 1,5968.65,8,0.0,965.21
2750,ORD-102750,2024-07-30,2024-08-02,Standard Class,CUST-1228,Customer_428,Corporate,India,Los Angeles,Washington,362361,Central,PROD-7482,Furniture,Furnishings,Furnishings Model 44,9846.38,8,0.3,2867.12
2751,ORD-102751,2022-10-04,2022-10-07,Standard Class,CUST-1015,Customer_658,Consumer,India,New York City,New York,781586,West,PROD-4349,Technology,Machines,Machines Model 68,331.11,14,0.15,104.2
2752,ORD-102752,2024-09-28,2024-09-29,Second Class,CUST-1529,Customer_660,Consumer,India,Houston,Washington,660927,Central,PROD-9063,Office Supplies,Binders,Binders Model 124,7794.97,1,0.3,-1218.34
2753,ORD-102753,2022-11-29,2022-12-04,First Class,CUST-1436,Customer_604,Consumer,India,New York City,Texas,326874,East,PROD-8311,Office Supplies,Paper,Paper Model 198,4873.55,6,0.05,922.8
2754,ORD-102754,2023-04-22,2023-04-26,Same Day,CUST-1218,Customer_478,Consumer,India,Los Angeles,Illinois,927082,East,PROD-8057,Furniture,Furnishings,Furnishings Model 179,6817.01,8,0.0,1659.19
2755,ORD-102755,2024-04-23,2024-04-26,Same Day,CUST-1210,Customer_1488,Consumer,India,Houston,New York,818462,East,PROD-4774,Furniture,Chairs,Chairs Model 125,3382.85,4,0.0,772.95
2756,ORD-102756,2023-08-14,2023-08-15,Second Class,CUST-1028,Customer_849,Consumer,India,Chicago,Illinois,243787,East,PROD-1238,Technology,Phones,Phones Model 74,7744.09,4,0.15,1716.64
2757,ORD-102757,2021-04-03,2021-04-07,First Class,CUST-1459,Customer_1419,Corporate,India,Houston,New York,552564,Central,PROD-8834,Technology,Accessories,Accessories Model 63,1455.93,2,0.15,152.51
2758,ORD-102758,2022-10-20,2022-10-21,Standard Class,CUST-1343,Customer_1468,Consumer,India,Miami,Florida,754596,East,PROD-3119,Furniture,Bookcases,Bookcases Model 7,7682.36,6,0.05,1710.55
2759,ORD-102759,2021-03-12,2021-03-17,First Class,CUST-1011,Customer_1101,Consumer,India,Chicago,Illinois,890132,South,PROD-9840,Technology,Accessories,Accessories Model 192,3468.92,9,0.3,-458.04
2760,ORD-102760,2022-10-22,2022-10-26,Standard Class,CUST-1844,Customer_1494,Corporate,India,New York City,New York,294458,East,PROD-6154,Technology,Machines,Machines Model 67,3279.89,12,0.15,1146.88
2761,ORD-102761,2021-06-23,2021-06-26,First Class,CUST-1009,Customer_1156,Consumer,India,Los Angeles,California,864773,South,PROD-9166,Furniture,Bookcases,Bookcases Model 81,9233.94,11,0.1,1624.69
2762,ORD-102762,2021-03-14,2021-03-15,Standard Class,CUST-1310,Customer_69,Corporate,India,Seattle,Washington,665019,East,PROD-7350,Office Supplies,Paper,Paper Model 162,734.11,15,0.1,227.01
2763,ORD-102763,2024-03-15,2024-03-16,First Class,CUST-1316,Customer_1064,Corporate,India,Los Angeles,California,114209,East,PROD-5813,Technology,Phones,Phones Model 10,8432.18,13,0.1,2833.46
2764,ORD-102764,2024-12-31,2025-01-04,Same Day,CUST-1541,Customer_433,Corporate,India,Seattle,Illinois,949062,South,PROD-6750,Furniture,Bookcases,Bookcases Model 44,2563.6,6,0.1,607.52
2765,ORD-102765,2021-02-08,2021-02-11,Same Day,CUST-1435,Customer_276,Corporate,India,Miami,Florida,163458,East,PROD-4152,Technology,Copiers,Copiers Model 136,9935.36,9,0.2,2300.07
2766,ORD-102766,2024-05-18,2024-05-21,Standard Class,CUST-1811,Customer_787,Corporate,India,Houston,Washington,789832,Central,PROD-1981,Furniture,Furnishings,Furnishings Model 143,7390.02,2,0.2,618.04
2767,ORD-102767,2023-01-24,2023-01-29,First Class,CUST-1962,Customer_45,Corporate,India,Los Angeles,Florida,369193,East,PROD-8091,Office Supplies,Binders,Binders Model 176,3312.41,1,0.1,404.38
2768,ORD-102768,2023-09-19,2023-09-26,Standard Class,CUST-1640,Customer_82,Home Office,India,Houston,Texas,834620,West,PROD-2992,Technology,Copiers,Copiers Model 150,7667.08,12,0.3,-1040.03
2769,ORD-102769,2023-08-25,2023-08-26,First Class,CUST-1942,Customer_600,Corporate,India,Miami,Illinois,539794,Central,PROD-6987,Technology,Copiers,Copiers Model 195,1638.37,5,0.15,130.89
2770,ORD-102770,2022-05-30,2022-06-05,Standard Class,CUST-1887,Customer_181,Consumer,India,Miami,Washington,233164,Central,PROD-5571,Office Supplies,Paper,Paper Model 197,3096.94,11,0.2,366.61
2771,ORD-102771,2024-03-30,2024-04-03,First Class,CUST-1994,Customer_1086,Home Office,India,New York City,California,105207,Central,PROD-7299,Technology,Accessories,Accessories Model 87,7486.7,6,0.2,581.68
2772,ORD-102772,2023-04-10,2023-04-12,Same Day,CUST-1573,Customer_38,Home Office,India,Miami,Texas,601658,South,PROD-8820,Office Supplies,Storage,Storage Model 108,8822.05,13,0.2,850.45
2773,ORD-102773,2022-02-26,2022-03-02,Second Class,CUST-1359,Customer_229,Home Office,India,Los Angeles,Illinois,576660,East,PROD-7937,Technology,Copiers,Copiers Model 33,5320.69,6,0.05,703.69
2774,ORD-102774,2022-09-20,2022-09-24,Same Day,CUST-1771,Customer_118,Home Office,India,Chicago,California,716906,East,PROD-4108,Office Supplies,Labels,Labels Model 94,4363.47,8,0.15,774.65
2775,ORD-102775,2022-06-03,2022-06-05,Same Day,CUST-1865,Customer_32,Home Office,India,New York City,Florida,888555,South,PROD-6219,Furniture,Furnishings,Furnishings Model 148,3438.27,11,0.3,-439.84
2776,ORD-102776,2024-07-10,2024-07-13,Same Day,CUST-1496,Customer_96,Home Office,India,New York City,New York,923233,South,PROD-8822,Furniture,Chairs,Chairs Model 124,8460.24,7,0.3,2418.53
2777,ORD-102777,2021-03-11,2021-03-14,Standard Class,CUST-1138,Customer_748,Home Office,India,Los Angeles,Washington,189707,Central,PROD-7037,Furniture,Bookcases,Bookcases Model 73,8053.49,14,0.15,2684.97
2778,ORD-102778,2021-03-15,2021-03-21,Same Day,CUST-1831,Customer_664,Consumer,India,New York City,Florida,760529,West,PROD-9038,Technology,Machines,Machines Model 67,8310.62,10,0.3,1968.75
2779,ORD-102779,2023-01-02,2023-01-05,Same Day,CUST-1215,Customer_496,Corporate,India,Seattle,New York,292669,East,PROD-6471,Technology,Machines,Machines Model 7,7330.98,12,0.3,1805.98
2780,ORD-102780,2022-03-18,2022-03-25,Same Day,CUST-1133,Customer_1082,Home Office,India,Seattle,Washington,912269,West,PROD-8779,Office Supplies,Storage,Storage Model 100,118.45,8,0.05,22.64
2781,ORD-102781,2024-10-08,2024-10-13,First Class,CUST-1861,Customer_323,Home Office,India,Seattle,Florida,956588,South,PROD-1374,Office Supplies,Storage,Storage Model 61,8809.72,8,0.0,2942.68
2782,ORD-102782,2024-06-03,2024-06-08,Same Day,CUST-1697,Customer_628,Corporate,India,Chicago,Texas,772582,Central,PROD-4220,Technology,Copiers,Copiers Model 178,330.5,11,0.05,93.65
2783,ORD-102783,2021-04-26,2021-04-30,Second Class,CUST-1489,Customer_1016,Corporate,India,Seattle,Illinois,368486,West,PROD-5557,Technology,Phones,Phones Model 126,6039.51,7,0.0,1085.33
2784,ORD-102784,2022-08-13,2022-08-18,Same Day,CUST-1595,Customer_684,Consumer,India,Seattle,Florida,941814,West,PROD-6621,Furniture,Furnishings,Furnishings Model 156,9949.86,10,0.0,1660.41
2785,ORD-102785,2021-03-15,2021-03-16,Same Day,CUST-1542,Customer_127,Corporate,India,Chicago,Illinois,248817,West,PROD-1876,Furniture,Bookcases,Bookcases Model 123,3894.21,2,0.1,693.67
2786,ORD-102786,2021-02-13,2021-02-18,Standard Class,CUST-1144,Customer_428,Corporate,India,New York City,Texas,286489,South,PROD-3876,Office Supplies,Binders,Binders Model 195,651.86,4,0.3,92.8
2787,ORD-102787,2021-07-20,2021-07-25,First Class,CUST-1929,Customer_1251,Home Office,India,Los Angeles,California,776186,West,PROD-5923,Technology,Machines,Machines Model 108,57.73,12,0.15,14.54
2788,ORD-102788,2022-05-22,2022-05-23,Standard Class,CUST-1269,Customer_891,Corporate,India,Chicago,New York,200546,East,PROD-3377,Technology,Phones,Phones Model 8,9909.37,9,0.05,2140.32
2789,ORD-102789,2024-02-27,2024-03-05,Same Day,CUST-1442,Customer_1393,Corporate,India,Seattle,Illinois,366136,West,PROD-4552,Furniture,Tables,Tables Model 147,9061.19,1,0.1,2091.52
2790,ORD-102790,2024-02-17,2024-02-23,First Class,CUST-1907,Customer_326,Home Office,India,Chicago,New York,503604,West,PROD-8766,Technology,Accessories,Accessories Model 185,2093.93,8,0.1,657.83
2791,ORD-102791,2022-09-20,2022-09-26,Second Class,CUST-1009,Customer_1498,Consumer,India,Miami,Florida,928733,West,PROD-2299,Technology,Accessories,Accessories Model 117,5507.93,13,0.1,364.15
2792,ORD-102792,2021-06-02,2021-06-06,Second Class,CUST-1434,Customer_909,Home Office,India,Chicago,Texas,391421,Central,PROD-9372,Office Supplies,Paper,Paper Model 63,1600.67,1,0.1,249.3
2793,ORD-102793,2021-10-22,2021-10-26,Same Day,CUST-1603,Customer_493,Home Office,India,Chicago,Washington,652074,Central,PROD-2298,Office Supplies,Labels,Labels Model 44,9542.61,12,0.15,2659.42
2794,ORD-102794,2023-06-26,2023-06-28,Same Day,CUST-1941,Customer_1263,Consumer,India,Los Angeles,New York,118886,South,PROD-7216,Office Supplies,Labels,Labels Model 181,5074.13,8,0.1,1011.57
2795,ORD-102795,2024-06-24,2024-07-01,Same Day,CUST-1225,Customer_153,Home Office,India,Chicago,California,247561,East,PROD-5680,Furniture,Furnishings,Furnishings Model 6,3821.37,3,0.3,514.01
2796,ORD-102796,2024-12-13,2024-12-14,First Class,CUST-1255,Customer_1410,Consumer,India,Miami,California,288777,South,PROD-6970,Technology,Phones,Phones Model 113,4612.72,2,0.2,326.2
2797,ORD-102797,2022-08-20,2022-08-25,Standard Class,CUST-1596,Customer_430,Corporate,India,Houston,California,793865,East,PROD-1497,Office Supplies,Binders,Binders Model 30,3968.66,13,0.1,576.86
2798,ORD-102798,2023-11-13,2023-11-16,Standard Class,CUST-1832,Customer_449,Corporate,India,Los Angeles,Washington,148571,East,PROD-8555,Office Supplies,Storage,Storage Model 71,3706.4,8,0.05,1246.53
2799,ORD-102799,2021-07-08,2021-07-12,Standard Class,CUST-1189,Customer_213,Home Office,India,Seattle,Florida,323462,South,PROD-4491,Office Supplies,Paper,Paper Model 61,3607.42,1,0.15,1261.43
2800,ORD-102800,2024-07-21,2024-07-27,First Class,CUST-1579,Customer_352,Corporate,India,Houston,California,967262,West,PROD-3609,Office Supplies,Labels,Labels Model 186,462.0,14,0.0,36.64
2801,ORD-102801,2021-02-01,2021-02-02,Same Day,CUST-1948,Customer_826,Consumer,India,Houston,Washington,428301,East,PROD-5437,Office Supplies,Storage,Storage Model 64,4170.97,4,0.2,685.63
2802,ORD-102802,2022-07-21,2022-07-28,First Class,CUST-1347,Customer_108,Consumer,India,New York City,Washington,354199,East,PROD-2843,Technology,Phones,Phones Model 147,4720.19,2,0.2,-1030.49
2803,ORD-102803,2021-04-30,2021-05-07,Second Class,CUST-1818,Customer_1440,Corporate,India,Miami,Florida,736434,South,PROD-7834,Technology,Copiers,Copiers Model 13,9641.97,8,0.15,2218.88
2804,ORD-102804,2023-10-26,2023-11-02,First Class,CUST-1008,Customer_560,Consumer,India,Houston,New York,520176,Central,PROD-1932,Technology,Machines,Machines Model 100,8911.69,7,0.05,1292.62
2805,ORD-102805,2024-09-19,2024-09-25,Same Day,CUST-1345,Customer_529,Consumer,India,Seattle,Illinois,267101,South,PROD-9175,Office Supplies,Storage,Storage Model 28,6928.64,7,0.0,1968.48
2806,ORD-102806,2024-02-25,2024-03-01,Standard Class,CUST-1969,Customer_155,Home Office,India,Miami,Washington,923839,Central,PROD-6801,Furniture,Bookcases,Bookcases Model 126,8276.83,2,0.15,551.69
2807,ORD-102807,2023-04-03,2023-04-07,First Class,CUST-1277,Customer_594,Consumer,India,New York City,New York,882866,West,PROD-5269,Furniture,Tables,Tables Model 197,7385.41,7,0.1,2335.83
2808,ORD-102808,2023-10-09,2023-10-16,Standard Class,CUST-1066,Customer_673,Consumer,India,Houston,Florida,801582,South,PROD-3896,Furniture,Furnishings,Furnishings Model 106,6298.98,9,0.2,429.44
2809,ORD-102809,2024-06-18,2024-06-22,Standard Class,CUST-1301,Customer_307,Consumer,India,Miami,Florida,791499,East,PROD-8194,Office Supplies,Storage,Storage Model 168,449.14,3,0.1,30.91
2810,ORD-102810,2023-05-29,2023-06-03,Same Day,CUST-1157,Customer_1376,Consumer,India,Chicago,Washington,782158,South,PROD-7413,Furniture,Chairs,Chairs Model 106,796.53,5,0.05,141.61
2811,ORD-102811,2024-10-31,2024-11-01,First Class,CUST-1038,Customer_60,Corporate,India,Miami,California,184229,South,PROD-6699,Office Supplies,Binders,Binders Model 194,3142.63,2,0.15,895.74
2812,ORD-102812,2021-01-12,2021-01-16,First Class,CUST-1997,Customer_754,Corporate,India,Miami,Florida,207632,South,PROD-8916,Furniture,Chairs,Chairs Model 124,9127.64,9,0.1,946.59
2813,ORD-102813,2023-05-27,2023-05-31,Second Class,CUST-1566,Customer_477,Corporate,India,Chicago,California,371523,West,PROD-1174,Furniture,Furnishings,Furnishings Model 163,1329.65,2,0.2,356.13
2814,ORD-102814,2021-08-15,2021-08-18,Second Class,CUST-1200,Customer_866,Corporate,India,New York City,Washington,157026,East,PROD-3794,Office Supplies,Paper,Paper Model 176,1601.23,3,0.3,254.7
2815,ORD-102815,2024-04-29,2024-05-04,Same Day,CUST-1605,Customer_1093,Home Office,India,Los Angeles,California,284933,West,PROD-6607,Furniture,Bookcases,Bookcases Model 194,8087.92,13,0.1,2073.92
2816,ORD-102816,2021-05-05,2021-05-10,Standard Class,CUST-1152,Customer_733,Corporate,India,Seattle,California,930605,East,PROD-7609,Technology,Accessories,Accessories Model 167,2177.46,2,0.3,118.38
2817,ORD-102817,2024-08-31,2024-09-04,First Class,CUST-1949,Customer_691,Home Office,India,New York City,Illinois,210738,Central,PROD-3019,Furniture,Chairs,Chairs Model 101,7188.33,8,0.0,847.83
2818,ORD-102818,2021-06-07,2021-06-11,First Class,CUST-1554,Customer_813,Home Office,India,Houston,Florida,997456,East,PROD-3175,Technology,Copiers,Copiers Model 200,7058.71,3,0.2,1212.41
2819,ORD-102819,2023-02-09,2023-02-14,Second Class,CUST-1182,Customer_669,Corporate,India,New York City,California,944179,East,PROD-7344,Technology,Accessories,Accessories Model 158,4892.0,15,0.05,1432.45
2820,ORD-102820,2024-06-08,2024-06-12,Same Day,CUST-1933,Customer_199,Home Office,India,Houston,Washington,401473,East,PROD-1916,Technology,Phones,Phones Model 14,5600.31,15,0.15,1656.65
2821,ORD-102821,2023-06-15,2023-06-19,Second Class,CUST-1872,Customer_1458,Home Office,India,Houston,California,893213,East,PROD-5532,Office Supplies,Binders,Binders Model 111,3239.68,5,0.2,441.11
2822,ORD-102822,2024-12-07,2024-12-14,Same Day,CUST-1908,Customer_79,Corporate,India,New York City,Illinois,990366,West,PROD-8705,Furniture,Tables,Tables Model 96,3145.54,11,0.3,548.04
2823,ORD-102823,2022-08-06,2022-08-09,First Class,CUST-1765,Customer_1136,Consumer,India,Los Angeles,New York,592715,East,PROD-3072,Office Supplies,Binders,Binders Model 126,4685.44,10,0.0,1127.48
2824,ORD-102824,2021-11-24,2021-12-01,Second Class,CUST-1004,Customer_1405,Consumer,India,New York City,Washington,933696,East,PROD-2937,Office Supplies,Binders,Binders Model 160,4565.34,5,0.1,383.83
